ProductID,WeekStartDate,InventoryQuantity,WeeklySales,StockPurchased,NetQuantity,ReorderPoint,SafetyStockLevel,StockStatus
757,2012-01-02 0:00:00,78,30,30,48,75,100,StockOut
757,2012-01-30 0:00:00,56,16,16,40,75,100,StockOut
757,2012-01-30 0:00:00,78,16,16,62,75,100,StockOut
757,2012-02-27 0:00:00,56,6,6,50,75,100,StockOut
757,2012-02-27 0:00:00,78,6,6,72,75,100,StockOut
757,2012-03-26 0:00:00,56,30,30,26,75,100,StockOut
757,2012-03-26 0:00:00,78,30,30,48,75,100,StockOut
757,2012-04-30 0:00:00,56,16,16,40,75,100,StockOut
757,2012-04-30 0:00:00,78,16,16,62,75,100,StockOut
758,2011-05-30 0:00:00,116,46,46,70,75,100,StockOut
758,2011-05-30 0:00:00,49,46,46,3,75,100,StockOut
758,2011-06-27 0:00:00,116,72,72,44,75,100,StockOut
758,2011-06-27 0:00:00,49,72,72,-23,75,100,StockOut
758,2011-08-01 0:00:00,116,43,43,73,75,100,StockOut
758,2011-08-01 0:00:00,49,43,43,6,75,100,StockOut
758,2011-08-29 0:00:00,116,34,34,82,75,100,StockOut
758,2011-08-29 0:00:00,49,34,34,15,75,100,StockOut
758,2011-09-26 0:00:00,116,87,87,29,75,100,StockOut
758,2011-09-26 0:00:00,49,87,87,-38,75,100,StockOut
758,2011-10-31 0:00:00,116,70,70,46,75,100,StockOut
758,2011-10-31 0:00:00,49,70,70,-21,75,100,StockOut
758,2011-11-28 0:00:00,116,37,37,79,75,100,StockOut
758,2011-11-28 0:00:00,49,37,37,12,75,100,StockOut
758,2012-01-02 0:00:00,116,79,79,37,75,100,StockOut
758,2012-01-02 0:00:00,49,79,79,-30,75,100,StockOut
758,2012-01-30 0:00:00,116,51,51,65,75,100,StockOut
758,2012-01-30 0:00:00,49,51,51,-2,75,100,StockOut
758,2012-02-27 0:00:00,116,46,46,70,75,100,StockOut
758,2012-02-27 0:00:00,49,46,46,3,75,100,StockOut
758,2012-03-26 0:00:00,116,81,81,35,75,100,StockOut
758,2012-03-26 0:00:00,49,81,81,-32,75,100,StockOut
758,2012-04-30 0:00:00,116,64,64,52,75,100,StockOut
758,2012-04-30 0:00:00,49,64,64,-15,75,100,StockOut
759,2011-07-18 0:00:00,112,1,1,111,75,100,StockOut
759,2011-07-18 0:00:00,51,1,1,50,75,100,StockOut
759,2011-08-22 0:00:00,112,1,1,111,75,100,StockOut
759,2011-08-22 0:00:00,51,1,1,50,75,100,StockOut
759,2011-08-29 0:00:00,112,4,4,108,75,100,StockOut
759,2011-08-29 0:00:00,51,4,4,47,75,100,StockOut
759,2011-09-05 0:00:00,112,1,1,111,75,100,StockOut
759,2011-09-05 0:00:00,51,1,1,50,75,100,StockOut
759,2011-09-12 0:00:00,112,1,1,111,75,100,StockOut
759,2011-09-12 0:00:00,51,1,1,50,75,100,StockOut
759,2011-09-26 0:00:00,112,33,33,79,75,100,StockOut
759,2011-09-26 0:00:00,51,33,33,18,75,100,StockOut
759,2011-10-31 0:00:00,112,18,18,94,75,100,StockOut
759,2011-10-31 0:00:00,51,18,18,33,75,100,StockOut
759,2011-11-07 0:00:00,112,2,2,110,75,100,StockOut
759,2011-11-07 0:00:00,51,2,2,49,75,100,StockOut
759,2011-11-28 0:00:00,112,11,11,101,75,100,StockOut
759,2011-11-28 0:00:00,51,11,11,40,75,100,StockOut
759,2011-12-19 0:00:00,112,1,1,111,75,100,StockOut
759,2011-12-19 0:00:00,51,1,1,50,75,100,StockOut
759,2012-01-02 0:00:00,112,24,24,88,75,100,StockOut
759,2012-01-02 0:00:00,51,24,24,27,75,100,StockOut
759,2012-01-23 0:00:00,112,1,1,111,75,100,StockOut
759,2012-01-23 0:00:00,51,1,1,50,75,100,StockOut
759,2012-01-30 0:00:00,112,17,17,95,75,100,StockOut
759,2012-01-30 0:00:00,51,17,17,34,75,100,StockOut
759,2012-02-13 0:00:00,112,2,2,110,75,100,StockOut
759,2012-02-13 0:00:00,51,2,2,49,75,100,StockOut
759,2012-02-27 0:00:00,112,6,6,106,75,100,StockOut
759,2012-02-27 0:00:00,51,6,6,45,75,100,StockOut
759,2012-03-19 0:00:00,112,1,1,111,75,100,StockOut
759,2012-03-19 0:00:00,51,1,1,50,75,100,StockOut
759,2012-03-26 0:00:00,112,28,28,84,75,100,StockOut
759,2012-03-26 0:00:00,51,28,28,23,75,100,StockOut
759,2012-04-02 0:00:00,112,3,3,109,75,100,StockOut
759,2012-04-02 0:00:00,51,3,3,48,75,100,StockOut
759,2012-04-09 0:00:00,112,1,1,111,75,100,StockOut
759,2012-04-09 0:00:00,51,1,1,50,75,100,StockOut
759,2012-04-30 0:00:00,112,18,18,94,75,100,StockOut
759,2012-04-30 0:00:00,51,18,18,33,75,100,StockOut
759,2012-05-14 0:00:00,112,1,1,111,75,100,StockOut
759,2012-05-14 0:00:00,51,1,1,50,75,100,StockOut
759,2012-05-21 0:00:00,112,1,1,111,75,100,StockOut
759,2012-05-21 0:00:00,51,1,1,50,75,100,StockOut
759,2012-05-28 0:00:00,112,32,32,80,75,100,StockOut
759,2012-05-28 0:00:00,51,32,32,19,75,100,StockOut
759,2012-06-04 0:00:00,112,2,2,110,75,100,StockOut
759,2012-06-04 0:00:00,51,2,2,49,75,100,StockOut
759,2012-06-18 0:00:00,112,1,1,111,75,100,StockOut
759,2012-06-18 0:00:00,51,1,1,50,75,100,StockOut
759,2012-06-25 0:00:00,112,64,64,48,75,100,StockOut
759,2012-06-25 0:00:00,51,64,64,-13,75,100,StockOut
759,2012-07-09 0:00:00,112,1,1,111,75,100,StockOut
759,2012-07-09 0:00:00,51,1,1,50,75,100,StockOut
759,2012-07-30 0:00:00,112,35,35,77,75,100,StockOut
759,2012-07-30 0:00:00,51,35,35,16,75,100,StockOut
759,2012-08-13 0:00:00,112,1,1,111,75,100,StockOut
759,2012-08-13 0:00:00,51,1,1,50,75,100,StockOut
759,2012-08-20 0:00:00,112,1,1,111,75,100,StockOut
759,2012-08-20 0:00:00,51,1,1,50,75,100,StockOut
759,2012-08-27 0:00:00,112,17,17,95,75,100,StockOut
759,2012-08-27 0:00:00,51,17,17,34,75,100,StockOut
759,2012-09-10 0:00:00,112,3,3,109,75,100,StockOut
759,2012-09-10 0:00:00,51,3,3,48,75,100,StockOut
759,2012-09-17 0:00:00,112,1,1,111,75,100,StockOut
759,2012-09-17 0:00:00,51,1,1,50,75,100,StockOut
759,2012-09-24 0:00:00,112,1,1,111,75,100,StockOut
759,2012-09-24 0:00:00,51,1,1,50,75,100,StockOut
759,2012-10-01 0:00:00,112,54,54,58,75,100,StockOut
759,2012-10-01 0:00:00,51,54,54,-3,75,100,StockOut
759,2012-10-15 0:00:00,112,1,1,111,75,100,StockOut
759,2012-10-15 0:00:00,51,1,1,50,75,100,StockOut
759,2012-10-22 0:00:00,112,3,3,109,75,100,StockOut
759,2012-10-22 0:00:00,51,3,3,48,75,100,StockOut
759,2012-10-29 0:00:00,112,19,19,93,75,100,StockOut
759,2012-10-29 0:00:00,51,19,19,32,75,100,StockOut
759,2012-11-05 0:00:00,112,1,1,111,75,100,StockOut
759,2012-11-05 0:00:00,51,1,1,50,75,100,StockOut
759,2012-11-12 0:00:00,112,1,1,111,75,100,StockOut
759,2012-11-12 0:00:00,51,1,1,50,75,100,StockOut
759,2012-11-26 0:00:00,112,20,20,92,75,100,StockOut
759,2012-11-26 0:00:00,51,20,20,31,75,100,StockOut
759,2012-12-17 0:00:00,112,2,2,110,75,100,StockOut
759,2012-12-17 0:00:00,51,2,2,49,75,100,StockOut
759,2012-12-31 0:00:00,112,57,57,55,75,100,StockOut
759,2012-12-31 0:00:00,51,57,57,-6,75,100,StockOut
759,2013-01-07 0:00:00,112,1,1,111,75,100,StockOut
759,2013-01-07 0:00:00,51,1,1,50,75,100,StockOut
759,2013-01-21 0:00:00,112,1,1,111,75,100,StockOut
759,2013-01-21 0:00:00,51,1,1,50,75,100,StockOut
759,2013-01-28 0:00:00,112,13,13,99,75,100,StockOut
759,2013-01-28 0:00:00,51,13,13,38,75,100,StockOut
759,2013-02-25 0:00:00,112,16,16,96,75,100,StockOut
759,2013-02-25 0:00:00,51,16,16,35,75,100,StockOut
759,2013-03-04 0:00:00,112,2,2,110,75,100,StockOut
759,2013-03-04 0:00:00,51,2,2,49,75,100,StockOut
759,2013-03-11 0:00:00,112,1,1,111,75,100,StockOut
759,2013-03-11 0:00:00,51,1,1,50,75,100,StockOut
759,2013-03-18 0:00:00,112,3,3,109,75,100,StockOut
759,2013-03-18 0:00:00,51,3,3,48,75,100,StockOut
759,2013-03-25 0:00:00,112,49,49,63,75,100,StockOut
759,2013-03-25 0:00:00,51,49,49,2,75,100,StockOut
759,2013-04-01 0:00:00,112,2,2,110,75,100,StockOut
759,2013-04-01 0:00:00,51,2,2,49,75,100,StockOut
759,2013-04-08 0:00:00,112,1,1,111,75,100,StockOut
759,2013-04-08 0:00:00,51,1,1,50,75,100,StockOut
759,2013-04-15 0:00:00,112,2,2,110,75,100,StockOut
759,2013-04-15 0:00:00,51,2,2,49,75,100,StockOut
759,2013-04-22 0:00:00,112,3,3,109,75,100,StockOut
759,2013-04-22 0:00:00,51,3,3,48,75,100,StockOut
759,2013-04-29 0:00:00,112,27,27,85,75,100,StockOut
759,2013-04-29 0:00:00,51,27,27,24,75,100,StockOut
759,2013-05-13 0:00:00,112,3,3,109,75,100,StockOut
759,2013-05-13 0:00:00,51,3,3,48,75,100,StockOut
759,2013-05-20 0:00:00,112,1,1,111,75,100,StockOut
759,2013-05-20 0:00:00,51,1,1,50,75,100,StockOut
760,2011-05-30 0:00:00,99,43,43,56,75,100,StockOut
760,2011-05-30 0:00:00,86,43,43,43,75,100,StockOut
760,2011-06-27 0:00:00,99,69,69,30,75,100,StockOut
760,2011-06-27 0:00:00,86,69,69,17,75,100,StockOut
760,2011-07-04 0:00:00,99,1,1,98,75,100,StockOut
760,2011-07-04 0:00:00,86,1,1,85,75,100,StockOut
760,2011-07-11 0:00:00,99,1,1,98,75,100,StockOut
760,2011-07-11 0:00:00,86,1,1,85,75,100,StockOut
760,2011-08-01 0:00:00,99,46,46,53,75,100,StockOut
760,2011-08-01 0:00:00,86,46,46,40,75,100,StockOut
760,2011-08-08 0:00:00,99,1,1,98,75,100,StockOut
760,2011-08-08 0:00:00,86,1,1,85,75,100,StockOut
760,2011-08-22 0:00:00,99,2,2,97,75,100,StockOut
760,2011-08-22 0:00:00,86,2,2,84,75,100,StockOut
760,2011-08-29 0:00:00,99,37,37,62,75,100,StockOut
760,2011-08-29 0:00:00,86,37,37,49,75,100,StockOut
760,2011-09-19 0:00:00,99,1,1,98,75,100,StockOut
760,2011-09-19 0:00:00,86,1,1,85,75,100,StockOut
760,2011-09-26 0:00:00,99,87,87,12,75,100,StockOut
760,2011-09-26 0:00:00,86,87,87,-1,75,100,StockOut
760,2011-10-03 0:00:00,99,1,1,98,75,100,StockOut
760,2011-10-03 0:00:00,86,1,1,85,75,100,StockOut
760,2011-10-31 0:00:00,99,67,67,32,75,100,StockOut
760,2011-10-31 0:00:00,86,67,67,19,75,100,StockOut
760,2011-11-07 0:00:00,99,1,1,98,75,100,StockOut
760,2011-11-07 0:00:00,86,1,1,85,75,100,StockOut
760,2011-11-14 0:00:00,99,1,1,98,75,100,StockOut
760,2011-11-14 0:00:00,86,1,1,85,75,100,StockOut
760,2011-11-21 0:00:00,99,1,1,98,75,100,StockOut
760,2011-11-21 0:00:00,86,1,1,85,75,100,StockOut
760,2011-11-28 0:00:00,99,31,31,68,75,100,StockOut
760,2011-11-28 0:00:00,86,31,31,55,75,100,StockOut
760,2011-12-26 0:00:00,99,1,1,98,75,100,StockOut
760,2011-12-26 0:00:00,86,1,1,85,75,100,StockOut
760,2012-01-02 0:00:00,99,73,73,26,75,100,StockOut
760,2012-01-02 0:00:00,86,73,73,13,75,100,StockOut
760,2012-01-30 0:00:00,99,64,64,35,75,100,StockOut
760,2012-01-30 0:00:00,86,64,64,22,75,100,StockOut
760,2012-02-13 0:00:00,99,1,1,98,75,100,StockOut
760,2012-02-13 0:00:00,86,1,1,85,75,100,StockOut
760,2012-02-27 0:00:00,99,43,43,56,75,100,StockOut
760,2012-02-27 0:00:00,86,43,43,43,75,100,StockOut
760,2012-03-26 0:00:00,99,97,97,2,75,100,StockOut
760,2012-03-26 0:00:00,86,97,97,-11,75,100,StockOut
760,2012-04-23 0:00:00,99,1,1,98,75,100,StockOut
760,2012-04-23 0:00:00,86,1,1,85,75,100,StockOut
760,2012-04-30 0:00:00,99,49,49,50,75,100,StockOut
760,2012-04-30 0:00:00,86,49,49,37,75,100,StockOut
760,2012-05-07 0:00:00,99,2,2,97,75,100,StockOut
760,2012-05-07 0:00:00,86,2,2,84,75,100,StockOut
760,2012-05-28 0:00:00,99,130,130,-31,75,100,StockOut
760,2012-05-28 0:00:00,86,130,130,-44,75,100,StockOut
760,2012-06-11 0:00:00,99,2,2,97,75,100,StockOut
760,2012-06-11 0:00:00,86,2,2,84,75,100,StockOut
760,2012-06-25 0:00:00,99,148,148,-49,75,100,StockOut
760,2012-06-25 0:00:00,86,148,148,-62,75,100,StockOut
760,2012-07-02 0:00:00,99,1,1,98,75,100,StockOut
760,2012-07-02 0:00:00,86,1,1,85,75,100,StockOut
760,2012-07-16 0:00:00,99,1,1,98,75,100,StockOut
760,2012-07-16 0:00:00,86,1,1,85,75,100,StockOut
760,2012-07-23 0:00:00,99,1,1,98,75,100,StockOut
760,2012-07-23 0:00:00,86,1,1,85,75,100,StockOut
760,2012-07-30 0:00:00,99,150,150,-51,75,100,StockOut
760,2012-07-30 0:00:00,86,150,150,-64,75,100,StockOut
760,2012-08-20 0:00:00,99,1,1,98,75,100,StockOut
760,2012-08-20 0:00:00,86,1,1,85,75,100,StockOut
760,2012-08-27 0:00:00,99,109,109,-10,75,100,StockOut
760,2012-08-27 0:00:00,86,109,109,-23,75,100,StockOut
760,2012-09-10 0:00:00,99,2,2,97,75,100,StockOut
760,2012-09-10 0:00:00,86,2,2,84,75,100,StockOut
760,2012-09-17 0:00:00,99,3,3,96,75,100,StockOut
760,2012-09-17 0:00:00,86,3,3,83,75,100,StockOut
760,2012-09-24 0:00:00,99,1,1,98,75,100,StockOut
760,2012-09-24 0:00:00,86,1,1,85,75,100,StockOut
760,2012-10-01 0:00:00,99,136,136,-37,75,100,StockOut
760,2012-10-01 0:00:00,86,136,136,-50,75,100,StockOut
760,2012-10-15 0:00:00,99,2,2,97,75,100,StockOut
760,2012-10-15 0:00:00,86,2,2,84,75,100,StockOut
760,2012-10-22 0:00:00,99,2,2,97,75,100,StockOut
760,2012-10-22 0:00:00,86,2,2,84,75,100,StockOut
760,2012-10-29 0:00:00,99,126,126,-27,75,100,StockOut
760,2012-10-29 0:00:00,86,126,126,-40,75,100,StockOut
760,2012-11-12 0:00:00,99,1,1,98,75,100,StockOut
760,2012-11-12 0:00:00,86,1,1,85,75,100,StockOut
760,2012-11-26 0:00:00,99,93,93,6,75,100,StockOut
760,2012-11-26 0:00:00,86,93,93,-7,75,100,StockOut
760,2012-12-10 0:00:00,99,1,1,98,75,100,StockOut
760,2012-12-10 0:00:00,86,1,1,85,75,100,StockOut
760,2012-12-17 0:00:00,99,1,1,98,75,100,StockOut
760,2012-12-17 0:00:00,86,1,1,85,75,100,StockOut
760,2012-12-31 0:00:00,99,143,143,-44,75,100,StockOut
760,2012-12-31 0:00:00,86,143,143,-57,75,100,StockOut
760,2013-01-21 0:00:00,99,2,2,97,75,100,StockOut
760,2013-01-21 0:00:00,86,2,2,84,75,100,StockOut
760,2013-01-28 0:00:00,99,75,75,24,75,100,StockOut
760,2013-01-28 0:00:00,86,75,75,11,75,100,StockOut
760,2013-02-25 0:00:00,99,111,111,-12,75,100,StockOut
760,2013-02-25 0:00:00,86,111,111,-25,75,100,StockOut
760,2013-03-11 0:00:00,99,1,1,98,75,100,StockOut
760,2013-03-11 0:00:00,86,1,1,85,75,100,StockOut
760,2013-03-18 0:00:00,99,2,2,97,75,100,StockOut
760,2013-03-18 0:00:00,86,2,2,84,75,100,StockOut
760,2013-03-25 0:00:00,99,142,142,-43,75,100,StockOut
760,2013-03-25 0:00:00,86,142,142,-56,75,100,StockOut
760,2013-04-01 0:00:00,99,1,1,98,75,100,StockOut
760,2013-04-01 0:00:00,86,1,1,85,75,100,StockOut
760,2013-04-08 0:00:00,99,1,1,98,75,100,StockOut
760,2013-04-08 0:00:00,86,1,1,85,75,100,StockOut
760,2013-04-29 0:00:00,99,109,109,-10,75,100,StockOut
760,2013-04-29 0:00:00,86,109,109,-23,75,100,StockOut
760,2013-05-20 0:00:00,99,2,2,97,75,100,StockOut
760,2013-05-20 0:00:00,86,2,2,84,75,100,StockOut
760,2013-07-01 0:00:00,99,3,3,96,75,100,StockOut
760,2013-07-01 0:00:00,86,3,3,83,75,100,StockOut
760,2013-12-30 0:00:00,99,2,2,97,75,100,StockOut
760,2013-12-30 0:00:00,86,2,2,84,75,100,StockOut
760,2014-02-24 0:00:00,99,1,1,98,75,100,StockOut
760,2014-02-24 0:00:00,86,1,1,85,75,100,StockOut
760,2014-03-31 0:00:00,99,5,5,94,75,100,StockOut
760,2014-03-31 0:00:00,86,5,5,81,75,100,StockOut
761,2011-05-30 0:00:00,67,19,19,48,75,100,StockOut
761,2011-05-30 0:00:00,81,19,19,62,75,100,StockOut
761,2011-06-27 0:00:00,67,62,62,5,75,100,StockOut
761,2011-06-27 0:00:00,81,62,62,19,75,100,StockOut
761,2011-08-01 0:00:00,67,36,36,31,75,100,StockOut
761,2011-08-01 0:00:00,81,36,36,45,75,100,StockOut
761,2011-08-29 0:00:00,67,33,33,34,75,100,StockOut
761,2011-08-29 0:00:00,81,33,33,48,75,100,StockOut
761,2011-09-05 0:00:00,67,1,1,66,75,100,StockOut
761,2011-09-05 0:00:00,81,1,1,80,75,100,StockOut
761,2011-09-26 0:00:00,67,73,73,-6,75,100,StockOut
761,2011-09-26 0:00:00,81,73,73,8,75,100,StockOut
761,2011-10-31 0:00:00,67,56,56,11,75,100,StockOut
761,2011-10-31 0:00:00,81,56,56,25,75,100,StockOut
761,2011-11-14 0:00:00,67,1,1,66,75,100,StockOut
761,2011-11-14 0:00:00,81,1,1,80,75,100,StockOut
761,2011-11-28 0:00:00,67,30,30,37,75,100,StockOut
761,2011-11-28 0:00:00,81,30,30,51,75,100,StockOut
761,2011-12-05 0:00:00,67,1,1,66,75,100,StockOut
761,2011-12-05 0:00:00,81,1,1,80,75,100,StockOut
761,2012-01-02 0:00:00,67,76,76,-9,75,100,StockOut
761,2012-01-02 0:00:00,81,76,76,5,75,100,StockOut
761,2012-01-16 0:00:00,67,1,1,66,75,100,StockOut
761,2012-01-16 0:00:00,81,1,1,80,75,100,StockOut
761,2012-01-23 0:00:00,67,1,1,66,75,100,StockOut
761,2012-01-23 0:00:00,81,1,1,80,75,100,StockOut
761,2012-01-30 0:00:00,67,34,34,33,75,100,StockOut
761,2012-01-30 0:00:00,81,34,34,47,75,100,StockOut
761,2012-02-06 0:00:00,67,1,1,66,75,100,StockOut
761,2012-02-06 0:00:00,81,1,1,80,75,100,StockOut
761,2012-02-27 0:00:00,67,44,44,23,75,100,StockOut
761,2012-02-27 0:00:00,81,44,44,37,75,100,StockOut
761,2012-03-19 0:00:00,67,3,3,64,75,100,StockOut
761,2012-03-19 0:00:00,81,3,3,78,75,100,StockOut
761,2012-03-26 0:00:00,67,77,77,-10,75,100,StockOut
761,2012-03-26 0:00:00,81,77,77,4,75,100,StockOut
761,2012-04-02 0:00:00,67,1,1,66,75,100,StockOut
761,2012-04-02 0:00:00,81,1,1,80,75,100,StockOut
761,2012-04-16 0:00:00,67,1,1,66,75,100,StockOut
761,2012-04-16 0:00:00,81,1,1,80,75,100,StockOut
761,2012-04-30 0:00:00,67,39,39,28,75,100,StockOut
761,2012-04-30 0:00:00,81,39,39,42,75,100,StockOut
761,2012-05-07 0:00:00,67,1,1,66,75,100,StockOut
761,2012-05-07 0:00:00,81,1,1,80,75,100,StockOut
761,2012-05-28 0:00:00,67,104,104,-37,75,100,StockOut
761,2012-05-28 0:00:00,81,104,104,-23,75,100,StockOut
761,2012-06-04 0:00:00,67,1,1,66,75,100,StockOut
761,2012-06-04 0:00:00,81,1,1,80,75,100,StockOut
761,2012-06-11 0:00:00,67,1,1,66,75,100,StockOut
761,2012-06-11 0:00:00,81,1,1,80,75,100,StockOut
761,2012-06-25 0:00:00,67,133,133,-66,75,100,StockOut
761,2012-06-25 0:00:00,81,133,133,-52,75,100,StockOut
761,2012-07-02 0:00:00,67,1,1,66,75,100,StockOut
761,2012-07-02 0:00:00,81,1,1,80,75,100,StockOut
761,2012-07-30 0:00:00,67,114,114,-47,75,100,StockOut
761,2012-07-30 0:00:00,81,114,114,-33,75,100,StockOut
761,2012-08-06 0:00:00,67,1,1,66,75,100,StockOut
761,2012-08-06 0:00:00,81,1,1,80,75,100,StockOut
761,2012-08-13 0:00:00,67,1,1,66,75,100,StockOut
761,2012-08-13 0:00:00,81,1,1,80,75,100,StockOut
761,2012-08-20 0:00:00,67,1,1,66,75,100,StockOut
761,2012-08-20 0:00:00,81,1,1,80,75,100,StockOut
761,2012-08-27 0:00:00,67,107,107,-40,75,100,StockOut
761,2012-08-27 0:00:00,81,107,107,-26,75,100,StockOut
761,2012-09-03 0:00:00,67,2,2,65,75,100,StockOut
761,2012-09-03 0:00:00,81,2,2,79,75,100,StockOut
761,2012-09-10 0:00:00,67,1,1,66,75,100,StockOut
761,2012-09-10 0:00:00,81,1,1,80,75,100,StockOut
761,2012-09-24 0:00:00,67,1,1,66,75,100,StockOut
761,2012-09-24 0:00:00,81,1,1,80,75,100,StockOut
761,2012-10-01 0:00:00,67,115,115,-48,75,100,StockOut
761,2012-10-01 0:00:00,81,115,115,-34,75,100,StockOut
761,2012-10-15 0:00:00,67,3,3,64,75,100,StockOut
761,2012-10-15 0:00:00,81,3,3,78,75,100,StockOut
761,2012-10-22 0:00:00,67,2,2,65,75,100,StockOut
761,2012-10-22 0:00:00,81,2,2,79,75,100,StockOut
761,2012-10-29 0:00:00,67,94,94,-27,75,100,StockOut
761,2012-10-29 0:00:00,81,94,94,-13,75,100,StockOut
761,2012-11-12 0:00:00,67,2,2,65,75,100,StockOut
761,2012-11-12 0:00:00,81,2,2,79,75,100,StockOut
761,2012-11-19 0:00:00,67,1,1,66,75,100,StockOut
761,2012-11-19 0:00:00,81,1,1,80,75,100,StockOut
761,2012-11-26 0:00:00,67,84,84,-17,75,100,StockOut
761,2012-11-26 0:00:00,81,84,84,-3,75,100,StockOut
761,2012-12-03 0:00:00,67,2,2,65,75,100,StockOut
761,2012-12-03 0:00:00,81,2,2,79,75,100,StockOut
761,2012-12-10 0:00:00,67,1,1,66,75,100,StockOut
761,2012-12-10 0:00:00,81,1,1,80,75,100,StockOut
761,2012-12-17 0:00:00,67,2,2,65,75,100,StockOut
761,2012-12-17 0:00:00,81,2,2,79,75,100,StockOut
761,2012-12-24 0:00:00,67,2,2,65,75,100,StockOut
761,2012-12-24 0:00:00,81,2,2,79,75,100,StockOut
761,2012-12-31 0:00:00,67,109,109,-42,75,100,StockOut
761,2012-12-31 0:00:00,81,109,109,-28,75,100,StockOut
761,2013-01-14 0:00:00,67,2,2,65,75,100,StockOut
761,2013-01-14 0:00:00,81,2,2,79,75,100,StockOut
761,2013-01-28 0:00:00,67,78,78,-11,75,100,StockOut
761,2013-01-28 0:00:00,81,78,78,3,75,100,StockOut
761,2013-02-04 0:00:00,67,1,1,66,75,100,StockOut
761,2013-02-04 0:00:00,81,1,1,80,75,100,StockOut
761,2013-02-11 0:00:00,67,3,3,64,75,100,StockOut
761,2013-02-11 0:00:00,81,3,3,78,75,100,StockOut
761,2013-02-25 0:00:00,67,89,89,-22,75,100,StockOut
761,2013-02-25 0:00:00,81,89,89,-8,75,100,StockOut
761,2013-03-11 0:00:00,67,1,1,66,75,100,StockOut
761,2013-03-11 0:00:00,81,1,1,80,75,100,StockOut
761,2013-03-18 0:00:00,67,2,2,65,75,100,StockOut
761,2013-03-18 0:00:00,81,2,2,79,75,100,StockOut
761,2013-03-25 0:00:00,67,128,128,-61,75,100,StockOut
761,2013-03-25 0:00:00,81,128,128,-47,75,100,StockOut
761,2013-04-01 0:00:00,67,1,1,66,75,100,StockOut
761,2013-04-01 0:00:00,81,1,1,80,75,100,StockOut
761,2013-04-08 0:00:00,67,1,1,66,75,100,StockOut
761,2013-04-08 0:00:00,81,1,1,80,75,100,StockOut
761,2013-04-15 0:00:00,67,2,2,65,75,100,StockOut
761,2013-04-15 0:00:00,81,2,2,79,75,100,StockOut
761,2013-04-22 0:00:00,67,1,1,66,75,100,StockOut
761,2013-04-22 0:00:00,81,1,1,80,75,100,StockOut
761,2013-04-29 0:00:00,67,99,99,-32,75,100,StockOut
761,2013-04-29 0:00:00,81,99,99,-18,75,100,StockOut
761,2013-05-06 0:00:00,67,2,2,65,75,100,StockOut
761,2013-05-06 0:00:00,81,2,2,79,75,100,StockOut
761,2013-05-27 0:00:00,67,2,2,65,75,100,StockOut
761,2013-05-27 0:00:00,81,2,2,79,75,100,StockOut
761,2013-07-01 0:00:00,67,3,3,64,75,100,StockOut
761,2013-07-01 0:00:00,81,3,3,78,75,100,StockOut
761,2013-09-30 0:00:00,67,2,2,65,75,100,StockOut
761,2013-09-30 0:00:00,81,2,2,79,75,100,StockOut
761,2013-12-30 0:00:00,67,1,1,66,75,100,StockOut
761,2013-12-30 0:00:00,81,1,1,80,75,100,StockOut
761,2014-03-31 0:00:00,67,2,2,65,75,100,StockOut
761,2014-03-31 0:00:00,81,2,2,79,75,100,StockOut
762,2011-05-30 0:00:00,75,44,44,31,75,100,StockOut
762,2011-05-30 0:00:00,62,44,44,18,75,100,StockOut
762,2011-06-20 0:00:00,75,1,1,74,75,100,StockOut
762,2011-06-20 0:00:00,62,1,1,61,75,100,StockOut
762,2011-06-27 0:00:00,75,65,65,10,75,100,StockOut
762,2011-06-27 0:00:00,62,65,65,-3,75,100,StockOut
762,2011-08-01 0:00:00,75,49,49,26,75,100,StockOut
762,2011-08-01 0:00:00,62,49,49,13,75,100,StockOut
762,2011-08-29 0:00:00,75,37,37,38,75,100,StockOut
762,2011-08-29 0:00:00,62,37,37,25,75,100,StockOut
762,2011-09-05 0:00:00,75,1,1,74,75,100,StockOut
762,2011-09-05 0:00:00,62,1,1,61,75,100,StockOut
762,2011-09-19 0:00:00,75,1,1,74,75,100,StockOut
762,2011-09-19 0:00:00,62,1,1,61,75,100,StockOut
762,2011-09-26 0:00:00,75,63,63,12,75,100,StockOut
762,2011-09-26 0:00:00,62,63,63,-1,75,100,StockOut
762,2011-10-10 0:00:00,75,1,1,74,75,100,StockOut
762,2011-10-10 0:00:00,62,1,1,61,75,100,StockOut
762,2011-10-17 0:00:00,75,1,1,74,75,100,StockOut
762,2011-10-17 0:00:00,62,1,1,61,75,100,StockOut
762,2011-10-31 0:00:00,75,91,91,-16,75,100,StockOut
762,2011-10-31 0:00:00,62,91,91,-29,75,100,StockOut
762,2011-11-28 0:00:00,75,39,39,36,75,100,StockOut
762,2011-11-28 0:00:00,62,39,39,23,75,100,StockOut
762,2011-12-05 0:00:00,75,2,2,73,75,100,StockOut
762,2011-12-05 0:00:00,62,2,2,60,75,100,StockOut
762,2012-01-02 0:00:00,75,79,79,-4,75,100,StockOut
762,2012-01-02 0:00:00,62,79,79,-17,75,100,StockOut
762,2012-01-09 0:00:00,75,1,1,74,75,100,StockOut
762,2012-01-09 0:00:00,62,1,1,61,75,100,StockOut
762,2012-01-30 0:00:00,75,50,50,25,75,100,StockOut
762,2012-01-30 0:00:00,62,50,50,12,75,100,StockOut
